model,method,idx,size,jobs,machines,feasible,true_makespan,pred_makespan,gap_pct,exact_makespan,ops_emitted,ops_expected,extra_ops,precedence_violations,routing_order_violations,timing_consistency_violations,machine_capacity_violations,missing_op_count,total_violations,gen_tokens,time_s
qwen2,rsLoRA,60,10x10,10,10,0,2466,8422,241.52,0,185,100,0,30,64,29,77,1,201,4096,58.4
qwen2,rsLoRA,61,6x4,6,4,0,693,782,12.84,0,23,24,0,0,3,1,0,1,5,403,5.1
qwen2,rsLoRA,62,7x7,7,7,0,1466,1704,16.23,0,39,49,0,0,1,5,0,10,16,828,10.6
qwen2,rsLoRA,63,6x3,6,3,1,45,47,4.44,0,18,18,0,0,0,0,0,0,0,246,3.1
qwen2,rsLoRA,64,7x6,7,6,0,1819,2376,30.62,0,42,42,0,2,3,3,0,3,11,848,10.9
qwen2,rsLoRA,65,10x6,10,6,0,591,525,-11.17,0,50,60,0,2,17,8,4,10,41,951,12.3
qwen2,rsLoRA,66,10x8,10,8,0,532,1182,122.18,0,103,80,0,1,20,5,2,0,28,1812,24.1
qwen2,rsLoRA,67,6x6,6,6,1,1064,1199,12.69,0,36,36,0,0,0,0,0,0,0,628,8.0
qwen2,rsLoRA,68,6x3,6,3,1,1157,1240,7.17,0,18,18,0,0,0,0,0,0,0,311,3.9
qwen2,rsLoRA,69,3x2,3,2,1,1121,1121,0.0,1,6,6,0,0,0,0,0,0,0,107,1.4
qwen2,rsLoRA,70,5x2,5,2,1,545,602,10.46,0,10,10,0,0,0,0,0,0,0,170,2.2
qwen2,rsLoRA,71,5x5,5,5,1,1016,1179,16.04,0,25,25,0,0,0,0,0,0,0,438,5.5
qwen2,rsLoRA,72,7x2,7,2,1,674,674,0.0,1,14,14,0,0,0,0,0,0,0,237,3.0
qwen2,rsLoRA,73,6x5,6,5,1,340,369,8.53,0,30,30,0,0,0,0,0,0,0,483,6.1
qwen2,rsLoRA,74,6x5,6,5,1,329,363,10.33,0,30,30,0,0,0,0,0,0,0,483,6.1
qwen2,rsLoRA,75,5x2,5,2,1,1621,1621,0.0,1,10,10,0,0,0,0,0,0,0,178,2.3
qwen2,rsLoRA,76,5x5,5,5,0,744,919,23.52,0,25,25,0,0,0,0,1,0,1,432,5.4
qwen2,rsLoRA,77,10x8,10,8,0,2435,3306,35.77,0,73,80,0,0,25,8,1,7,41,1565,20.9
qwen2,rsLoRA,78,2x2,2,2,1,698,698,0.0,1,4,4,0,0,0,0,0,0,0,69,0.9
qwen2,rsLoRA,79,8x6,8,6,0,1414,2323,64.29,0,48,48,0,1,6,6,0,3,16,1018,13.1
qwen2,rsLoRA,80,8x5,8,5,0,2241,3594,60.37,0,43,40,0,1,2,4,0,1,8,877,11.2
qwen2,rsLoRA,81,3x2,3,2,1,364,364,0.0,1,6,6,0,0,0,0,0,0,0,104,1.3
qwen2,rsLoRA,82,10x8,10,8,0,4012,4207,4.86,0,78,80,0,9,36,13,14,8,80,1742,23.3
qwen2,rsLoRA,83,4x2,4,2,1,338,338,0.0,1,8,8,0,0,0,0,0,0,0,134,1.7
qwen2,rsLoRA,84,4x2,4,2,1,930,930,0.0,1,8,8,0,0,0,0,0,0,0,140,1.8
qwen2,rsLoRA,85,9x8,9,8,0,2063,3586,73.82,0,80,72,2,7,15,4,5,2,33,1571,20.8
qwen2,rsLoRA,86,8x4,8,4,0,495,490,-1.01,0,32,32,0,1,0,0,1,0,2,527,6.6
qwen2,rsLoRA,87,9x7,9,7,0,1884,2717,44.21,0,56,63,0,0,17,8,1,8,34,1194,15.6
qwen2,rsLoRA,88,6x3,6,3,1,1328,1328,0.0,1,18,18,0,0,0,0,0,0,0,321,4.0
qwen2,rsLoRA,89,9x4,9,4,0,250,248,-0.8,0,34,36,0,0,2,2,0,2,6,577,7.3
qwen2,rsLoRA,90,4x2,4,2,1,301,301,0.0,1,8,8,0,0,0,0,0,0,0,133,1.7
qwen2,rsLoRA,91,7x7,7,7,0,1685,1862,10.5,0,45,49,0,2,5,1,2,4,14,918,11.8
qwen2,rsLoRA,92,10x10,10,10,0,2329,4437,90.51,0,99,100,0,1,37,10,6,7,61,2068,28.1
qwen2,rsLoRA,93,8x7,8,7,0,2787,3282,17.76,0,53,56,0,1,4,0,3,6,14,1124,14.6
qwen2,rsLoRA,94,5x2,5,2,1,177,177,0.0,1,10,10,0,0,0,0,0,0,0,157,2.0
qwen2,rsLoRA,95,9x4,9,4,1,706,832,17.85,0,36,36,0,0,0,0,0,0,0,602,7.6
qwen2,rsLoRA,96,4x2,4,2,1,822,837,1.82,0,8,8,0,0,0,0,0,0,0,138,1.8
qwen2,rsLoRA,97,10x9,10,9,0,571,1265,121.54,0,125,90,0,0,17,5,1,1,24,2176,29.3
qwen2,rsLoRA,98,5x3,5,3,1,422,424,0.47,0,15,15,0,0,0,0,0,0,0,248,3.1
qwen2,rsLoRA,99,6x2,6,2,1,895,920,2.79,0,12,12,0,0,0,0,0,0,0,211,2.7
qwen2,rsLoRA,100,8x7,8,7,0,2448,3229,31.9,0,55,56,0,3,12,8,1,6,30,1196,15.6
qwen2,rsLoRA,101,10x8,10,8,0,2704,3382,25.07,0,92,80,0,13,39,8,22,4,86,1882,25.2
qwen2,rsLoRA,102,9x7,9,7,0,999,1414,41.54,0,58,63,0,0,9,5,1,6,21,1122,14.6
qwen2,rsLoRA,103,8x7,8,7,0,1063,1134,6.68,0,53,56,0,3,5,4,2,4,18,981,12.7
qwen2,rsLoRA,104,6x6,6,6,0,1136,1142,0.53,0,35,36,0,0,0,0,0,1,1,593,7.5
qwen2,rsLoRA,105,10x7,10,7,0,2374,3374,42.12,0,68,70,0,1,23,6,1,5,36,1443,19.0
qwen2,rsLoRA,106,10x4,10,4,1,445,449,0.9,0,40,40,0,0,0,0,0,0,0,646,8.2
qwen2,rsLoRA,107,4x2,4,2,1,435,435,0.0,1,8,8,0,0,0,0,0,0,0,136,1.7
qwen2,rsLoRA,108,6x5,6,5,0,1605,1667,3.86,0,29,30,0,0,2,1,0,1,4,552,7.0
qwen2,rsLoRA,109,9x4,9,4,1,1757,1922,9.39,0,36,36,0,0,0,0,0,0,0,648,8.2
qwen2,rsLoRA,110,8x6,8,6,0,1637,1673,2.2,0,41,48,0,0,4,5,0,7,16,878,11.3
qwen2,rsLoRA,111,9x8,9,8,0,154,196,27.27,0,73,72,0,1,11,3,5,2,22,1157,15.1
qwen2,rsLoRA,112,8x6,8,6,0,2959,8625,191.48,0,43,48,0,2,4,7,0,5,18,975,12.5
qwen2,rsLoRA,113,5x2,5,2,1,947,947,0.0,1,10,10,0,0,0,0,0,0,0,176,2.2
qwen2,rsLoRA,114,10x2,10,2,1,958,1022,6.68,0,20,20,0,0,0,0,0,0,0,340,4.3
qwen2,rsLoRA,115,10x6,10,6,0,639,825,29.11,0,52,60,0,0,8,7,1,9,25,1010,13.1
qwen2,rsLoRA,116,6x3,6,3,0,753,753,0.0,1,17,18,0,0,1,1,0,1,3,305,3.8
qwen2,rsLoRA,117,9x8,9,8,0,878,1430,62.87,0,71,72,0,1,14,3,0,5,23,1287,16.8
qwen2,rsLoRA,118,7x5,7,5,1,1561,1844,18.13,0,35,35,0,0,0,0,0,0,0,637,8.1
qwen2,rsLoRA,119,6x5,6,5,1,1504,1870,24.34,0,30,30,0,0,0,0,0,0,0,531,6.7
qwen2,rsLoRA,120,10x10,10,10,0,157,2373,1411.46,0,161,100,0,3,26,38,1,0,68,3241,44.9
qwen2,rsLoRA,121,7x4,7,4,1,1041,1066,2.4,0,28,28,0,0,0,0,0,0,0,491,6.2
qwen2,rsLoRA,122,9x3,9,3,1,53,63,18.87,0,27,27,0,0,0,0,0,0,0,370,4.6
qwen2,rsLoRA,123,7x3,7,3,1,356,356,0.0,1,21,21,0,0,0,0,0,0,0,333,4.2
qwen2,rsLoRA,124,9x6,9,6,0,486,527,8.44,0,46,54,0,1,6,4,0,8,19,819,10.5
qwen2,rsLoRA,125,7x4,7,4,0,1681,1742,3.63,0,28,28,0,1,0,0,2,0,3,518,6.5
qwen2,rsLoRA,126,6x3,6,3,1,890,890,0.0,1,18,18,0,0,0,0,0,0,0,305,3.8
qwen2,rsLoRA,127,9x3,9,3,1,1315,1357,3.19,0,27,27,0,0,0,0,0,0,0,476,6.0
qwen2,rsLoRA,128,9x9,9,9,0,520,619,19.04,0,79,81,0,0,10,4,0,4,18,1350,17.7
qwen2,rsLoRA,129,5x3,5,3,0,972,972,0.0,1,14,15,0,0,2,1,0,1,4,260,3.3
qwen2,rsLoRA,130,7x5,7,5,1,58,62,6.9,0,35,35,0,0,0,0,0,0,0,490,6.2
qwen2,rsLoRA,131,4x2,4,2,1,59,59,0.0,1,8,8,0,0,0,0,0,0,0,118,1.5
qwen2,rsLoRA,132,8x8,8,8,0,2917,3495,19.81,0,62,64,0,1,11,2,2,3,19,1230,16.1
qwen2,rsLoRA,133,10x10,10,10,0,3106,4337,39.63,0,185,100,0,39,64,30,88,0,221,4096,58.3
qwen2,rsLoRA,134,9x3,9,3,1,1271,1341,5.51,0,27,27,0,0,0,0,0,0,0,479,6.0
qwen2,rsLoRA,135,8x8,8,8,0,2891,4247,46.9,0,60,64,0,1,14,5,2,4,26,1260,16.5
qwen2,rsLoRA,136,7x6,7,6,0,1810,2340,29.28,0,41,42,0,0,2,1,0,1,4,768,9.8
qwen2,rsLoRA,137,9x7,9,7,0,2875,3243,12.8,0,57,63,0,1,14,6,1,8,30,1221,16.0
qwen2,rsLoRA,138,7x5,7,5,1,1493,1786,19.62,0,35,35,0,0,0,0,0,0,0,635,8.0
qwen2,rsLoRA,139,7x2,7,2,1,1230,1358,10.41,0,14,14,0,0,0,0,0,0,0,251,3.2
qwen2,rsLoRA,140,4x2,4,2,1,802,894,11.47,0,8,8,0,0,0,0,0,0,0,138,1.8
qwen2,rsLoRA,141,5x3,5,3,1,466,509,9.23,0,15,15,0,0,0,0,0,0,0,250,3.1
qwen2,rsLoRA,142,6x2,6,2,1,1434,1434,0.0,1,12,12,0,0,0,0,0,0,0,216,2.7
qwen2,rsLoRA,143,6x6,6,6,0,1654,1638,-0.97,0,35,36,0,0,0,0,0,1,1,642,8.2
qwen2,rsLoRA,144,9x7,9,7,0,3094,4052,30.96,0,57,63,0,0,8,8,3,6,25,1228,16.1
qwen2,rsLoRA,145,8x3,8,3,1,2117,2182,3.07,0,24,24,0,0,0,0,0,0,0,446,5.6
qwen2,rsLoRA,146,8x3,8,3,1,931,1238,32.98,0,24,24,0,0,0,0,0,0,0,415,5.2
qwen2,rsLoRA,147,5x4,5,4,1,1336,1440,7.78,0,20,20,0,0,0,0,0,0,0,357,4.5
qwen2,rsLoRA,148,10x8,10,8,0,3185,4298,34.95,0,84,80,0,11,40,16,18,4,89,1915,25.7
qwen2,rsLoRA,149,10x2,10,2,1,856,856,0.0,1,20,20,0,0,0,0,0,0,0,325,4.1
qwen2,rsLoRA,150,8x3,8,3,1,243,243,0.0,1,24,24,0,0,0,0,0,0,0,381,4.8
qwen2,rsLoRA,151,9x3,9,3,1,1376,1376,0.0,1,27,27,0,0,0,0,0,0,0,479,6.1
qwen2,rsLoRA,152,5x2,5,2,1,588,603,2.55,0,10,10,0,0,0,0,0,0,0,173,2.2
qwen2,rsLoRA,153,7x2,7,2,1,2058,2058,0.0,1,14,14,0,0,0,0,0,0,0,261,3.3
qwen2,rsLoRA,154,7x6,7,6,0,1331,1378,3.53,0,40,42,0,0,1,2,0,2,5,742,9.5
qwen2,rsLoRA,155,8x2,8,2,1,2328,2328,0.0,1,16,16,0,0,0,0,0,0,0,287,3.6
qwen2,rsLoRA,156,6x6,6,6,0,1639,1687,2.93,0,35,36,0,0,2,1,0,1,4,659,8.4
qwen2,rsLoRA,157,7x4,7,4,1,804,843,4.85,0,28,28,0,0,0,0,0,0,0,480,6.1
qwen2,rsLoRA,158,8x7,8,7,0,254,242,-4.72,0,44,56,0,0,1,3,0,12,16,742,9.5
qwen2,rsLoRA,159,10x8,10,8,0,1617,2152,33.09,0,75,80,0,0,21,4,4,7,36,1468,19.4
qwen2,rsLoRA,160,10x4,10,4,0,801,1164,45.32,0,43,40,0,0,4,1,0,0,5,752,9.6
qwen2,rsLoRA,161,8x8,8,8,0,1695,2233,31.74,0,61,64,0,1,24,8,0,6,39,1261,16.5
qwen2,rsLoRA,162,6x6,6,6,0,1383,1422,2.82,0,35,36,0,0,0,1,0,1,2,636,8.1
qwen2,rsLoRA,163,7x7,7,7,0,2859,2687,-6.02,0,43,49,0,0,4,8,3,6,21,986,12.7
qwen2,rsLoRA,164,10x2,10,2,1,873,873,0.0,1,20,20,0,0,0,0,0,0,0,339,4.3
qwen2,rsLoRA,165,5x3,5,3,1,543,556,2.39,0,15,15,0,0,0,0,0,0,0,258,3.3
qwen2,rsLoRA,166,4x4,4,4,1,412,417,1.21,0,16,16,0,0,0,0,0,0,0,256,3.2
qwen2,rsLoRA,167,10x2,10,2,1,583,583,0.0,1,20,20,0,0,0,0,0,0,0,331,4.2
qwen2,rsLoRA,168,9x7,9,7,0,615,782,27.15,0,48,63,0,0,6,9,0,15,30,936,12.1
qwen2,rsLoRA,169,5x2,5,2,1,545,545,0.0,1,10,10,0,0,0,0,0,0,0,169,2.2
qwen2,rsLoRA,170,9x6,9,6,0,1799,2464,36.96,0,49,54,0,1,2,5,1,5,14,988,12.8
qwen2,rsLoRA,171,2x2,2,2,1,72,72,0.0,1,4,4,0,0,0,0,0,0,0,58,0.8
qwen2,rsLoRA,172,10x7,10,7,0,2254,2946,30.7,0,68,70,0,2,16,4,1,5,28,1354,17.8
qwen2,rsLoRA,173,8x3,8,3,1,870,885,1.72,0,24,24,0,0,0,0,0,0,0,408,5.2
qwen2,rsLoRA,174,8x8,8,8,0,1258,1451,15.34,0,55,64,0,1,9,8,1,9,28,1142,14.9
qwen2,rsLoRA,175,8x7,8,7,0,612,712,16.34,0,49,56,0,3,9,9,3,7,31,953,12.3
qwen2,rsLoRA,176,10x10,10,10,0,359,4070,1033.7,0,182,100,0,6,25,39,28,0,98,3710,52.1
qwen2,rsLoRA,177,10x8,10,8,0,57,138,142.11,0,86,80,0,2,10,1,2,3,18,1222,16.0
qwen2,rsLoRA,178,5x5,5,5,1,1420,1420,0.0,1,25,25,0,0,0,0,0,0,0,448,5.7
qwen2,rsLoRA,179,9x7,9,7,0,1867,2058,10.23,0,50,63,0,0,11,7,0,13,31,1068,13.9
qwen2,rsLoRA,180,8x5,8,5,1,441,479,8.62,0,40,40,0,0,0,0,0,0,0,657,8.3
qwen2,rsLoRA,181,9x4,9,4,1,1052,1106,5.13,0,36,36,0,0,0,0,0,0,0,630,8.0
qwen2,rsLoRA,182,3x2,3,2,1,162,162,0.0,1,6,6,0,0,0,0,0,0,0,96,1.2
qwen2,rsLoRA,183,10x2,10,2,1,1527,1527,0.0,1,20,20,0,0,0,0,0,0,0,354,4.5
qwen2,rsLoRA,184,7x6,7,6,0,667,856,28.34,0,41,42,0,0,0,1,0,1,2,700,8.9
qwen2,rsLoRA,185,7x4,7,4,1,1851,1906,2.97,0,28,28,0,0,0,0,0,0,0,510,6.4
qwen2,rsLoRA,186,6x4,6,4,1,1335,1435,7.49,0,24,24,0,0,0,0,0,0,0,433,5.5
qwen2,rsLoRA,187,10x7,10,7,0,2042,2658,30.17,0,66,70,0,2,14,4,5,6,31,1369,18.0
qwen2,rsLoRA,188,8x5,8,5,1,1700,1990,17.06,0,41,40,0,0,0,0,0,0,0,734,9.4
qwen2,rsLoRA,189,7x2,7,2,1,1390,1572,13.09,0,14,14,0,0,0,0,0,0,0,259,3.3
qwen2,rsLoRA,190,7x4,7,4,0,1296,1387,7.02,0,26,28,0,0,5,2,0,2,9,497,6.3
qwen2,rsLoRA,191,4x3,4,3,1,1451,1451,0.0,1,12,12,0,0,0,0,0,0,0,216,2.7
qwen2,rsLoRA,192,4x4,4,4,1,143,151,5.59,0,16,16,0,0,0,0,0,0,0,245,3.1
qwen2,rsLoRA,193,9x4,9,4,0,860,972,13.02,0,35,36,0,0,0,1,0,1,2,613,7.8
qwen2,rsLoRA,194,4x3,4,3,1,1187,1187,0.0,1,12,12,0,0,0,0,0,0,0,215,2.7
qwen2,rsLoRA,195,10x8,10,8,0,219,413,88.58,0,86,80,0,0,9,2,0,0,11,1388,18.2
qwen2,rsLoRA,196,6x5,6,5,1,2582,2862,10.84,0,30,30,0,0,0,0,0,0,0,563,7.1
qwen2,rsLoRA,197,10x7,10,7,0,1876,2346,25.05,0,76,70,0,0,15,1,1,1,18,1422,18.7
qwen2,rsLoRA,198,9x4,9,4,0,1888,1894,0.32,0,35,36,0,0,2,1,0,1,4,664,8.4
qwen2,rsLoRA,199,5x5,5,5,1,402,469,16.67,0,25,25,0,0,0,0,0,0,0,410,5.2
qwen2,rsLoRA,200,8x6,8,6,0,1622,2010,23.92,0,42,48,0,0,3,3,0,6,12,906,11.7
